newid,ref_yr,quarter,food_share,quarterly_income
5680481,2024,2,0.05703219765513243752,31250.0000000000000
5594824,2024,4,0.09400320275346431339,106503.7500000000000
5684161,2024,2,0.16258238296576336098,34341.0000000000000
5807241,2024,3,0.06764290570653533043,7100.0000000000000000
5427844,2024,2,0.01310199280479282344,42207.7500000000000
5602521,2024,1,0.03303176563067819962,22250.0000000000000
5818853,2025,1,0.01501998202552252906,109841.7500000000000
5445553,2024,1,0.12398316970546984572,7337.5000000000000000
5565294,2024,3,0.71475536646545202985,4374.00000000000000000
5572023,2024,2,0.03124818935048629547,31824.7500000000000
5848622,2025,1,0.56561604584515875896,19574.0000000000000
5599362,2024,2,0.02803798572489965938,38400.0000000000000
5431114,2024,2,0.01029999356698083453,34712.5000000000000
5565072,2024,1,0.04492178505053337044,9150.0000000000000000
5813633,2025,1,0.01954455522372824603,25762.5000000000000
5552253,2024,2,0.02867227175034050115,225630.7500000000000
5843061,2024,4,0.45243291821623973329,57750.0000000000000
5561233,2024,2,0.34123760037661985024,16024.0000000000000
5344324,2024,1,0.03716087848589962614,32000.0000000000000
5565724,2024,3,0.03744587397403958726,56450.0000000000000
5672061,2024,2,0.03403496484981844065,6000.0000000000000000
5668431,2024,2,0.03607899141591101465,25000.0000000000000
5428693,2024,1,0.32236680579425484901,17250.0000000000000
5424294,2024,2,0.33889882910162362253,13600.0000000000000
5670592,2024,3,0.09020888105666892962,9248.0000000000000000
5857311,2024,4,0.07803672719395910504,55000.0000000000000
5588182,2024,2,0.04107380612423429347,54937.5000000000000
5808641,2024,3,0.02506833206235763093,18751.5000000000000
5682061,2024,2,0.03996222476345667727,14272.0000000000000
5552944,2024,3,0.21825261699012811275,28589.5000000000000
5669522,2024,3,0.36173633440529008695,20073.7500000000000
5864282,2025,1,0.68409772824624731462,4900.00000000000000000
5568862,2024,1,0.03386827880748227683,22353.0000000000000
5592641,2024,1,0.01537464298011176407,18174.0000000000000
5679141,2024,2,0.04258885307843111594,16373.5000000000000
5673114,2025,1,0.02607315137116776080,7104.0000000000000000
5688362,2024,3,0.51556960812302385743,4566.00000000000000000
5808143,2025,1,0.02407052968472202673,40000.0000000000000
5589313,2024,3,0.56331471135563288703,13250.0000000000000
5685262,2024,3,0.01601176909697675006,80000.0000000000000
5682404,2025,1,0.50769879914525465747,30000.0000000000000
5550103,2024,2,0.26776445319443750769,25050.0000000000000
5569862,2024,1,0.01440652259441017440,62762.5000000000000
5589211,2024,1,0.69520153550855717449,7467.5000000000000000
5595002,2024,2,0.29602510460274269752,10250.0000000000000000
5597921,2024,1,0.02929894143978212243,9529.0000000000000000
5557882,2024,1,0.07011646055966661795,17000.0000000000000
5573324,2024,3,0.58626885432040655428,11250.0000000000000000
5829062,2024,4,0.07715760627889547108,10750.0000000000000000
5552634,2024,3,0.36413469068288109183,3152.25000000000000000
5365634,2024,1,0.06515958318876269663,36232.5000000000000
5828892,2024,4,0.06036418021913616706,63573.0000000000000
5593641,2024,1,0.05042259094892432380,26875.0000000000000
5842992,2025,1,0.03480420962692286823,6675.0000000000000000
5363864,2024,1,0.49827657521025782435,13750.0000000000000
5550632,2024,1,0.06048086691432581490,30000.5000000000000
5854251,2024,4,0.02102459905697506455,27500.0000000000000
5817412,2024,4,0.02256046601080100914,9541.2500000000000000
5350924,2024,1,0.27239263803677639354,13673.5000000000000
5428134,2024,2,0.20672875992751373184,10116.0000000000000000
5555062,2024,1,0.01672848487325457109,19175.0000000000000
5555022,2024,1,0.01306175902944370357,5024.0000000000000000
5561773,2024,2,0.51529545454604010847,58000.0000000000000
5860242,2025,1,0.03679672380402965199,31447.5000000000000
5859101,2024,4,0.02322829170540333074,157821.7500000000000
5431744,2024,2,0.75059760956163337090,240.00000000000000000
5823343,2025,1,0.02843779602147030163,11605.0000000000000000
5812211,2024,3,0.07965028446530166179,10897.0000000000000000
5569064,2024,3,0.04510376134839121064,47000.0000000000000
5566942,2024,1,0.04115226337468881776,1175.00000000000000000
5820602,2024,4,0.04473902236931266017,5174.0000000000000000
5685551,2024,2,0.03598168067979591843,10483.0000000000000000
5603353,2024,3,0.08914237502672831087,2350.00000000000000000
5604621,2024,1,0.05863864278338692160,32750.0000000000000
5561032,2024,1,0.03408795000317334412,39250.0000000000000
5588044,2024,4,0.02976180465632435347,10724.0000000000000000
5443453,2024,1,0.33435818601076095311,10750.0000000000000000
5362414,2024,1,0.56212624584717607973,5297.0000000000000000
5571752,2024,1,0.23720193991658766089,6250.0000000000000000
5667881,2024,2,0.52914745182050691261,3000.00000000000000000
5675202,2024,3,0.04866271539538399616,58074.0000000000000
5588533,2024,3,0.06029029175681395652,33750.0000000000000
5561594,2024,3,0.05584477046830517380,29275.0000000000000
5573523,2024,2,0.01687597601151620110,5022.0000000000000000
5811252,2024,4,0.03759731915685814257,25698.0000000000000
5597081,2024,1,0.08880286319599191869,12969.0000000000000
5827481,2024,3,0.04058719971319006346,37500.0000000000000
5585544,2024,4,0.02756505411735259401,8974.5000000000000000
5958391,2025,1,0.05224616022047338099,150739.0000000000000
5807192,2024,4,0.01256386632059507644,9109.2500000000000000
5598371,2024,1,0.02878405635911804654,5795.0000000000000000
5590292,2024,2,0.01441218339101208158,46941.0000000000000
5443413,2024,1,0.22659551761005199956,1584.00000000000000000
5814243,2025,1,0.01531793921320404571,45000.0000000000000
5849291,2024,4,0.48311688311813796593,3773.25000000000000000
5689193,2024,4,0.01189805816408953749,11466.2500000000000000
5674731,2024,2,0.06063431556812501426,16620.0000000000000
5437463,2024,1,0.03282752931230063451,22596.0000000000000
5558823,2024,2,0.31744087439935448836,12500.0000000000000
5683074,2025,1,0.39507284334536575827,8500.0000000000000000
5441283,2024,1,0.01052293884709395571,7664.0000000000000000
5672433,2024,4,0.00963371616474606700,9899.0000000000000000
5441934,2024,2,0.49265611674414719153,9000.0000000000000000
5592551,2024,1,0.05359978577578005326,11926.0000000000000000
5600383,2024,3,0.07299436951184051023,2024.00000000000000000
5599922,2024,2,0.07035367681513652751,18850.0000000000000
5844281,2024,4,0.61650331963306465276,5000.0000000000000000
5589513,2024,3,0.06103343219716712543,8000.0000000000000000
5446014,2024,2,0.06033324058255666587,38758.0000000000000
5443324,2024,2,0.01131762661427623848,10844.0000000000000000
5681192,2024,3,0.45285041996885734890,8134.0000000000000000
5431583,2024,1,0.00471798682343171216,21520.0000000000000
5605671,2024,1,0.03861570081665171052,46050.0000000000000
5672173,2024,4,0.55887196377173194644,12500.0000000000000
5562332,2024,1,0.17304219072867154358,14750.0000000000000
5600104,2024,4,0.33165494261379269597,10000.0000000000000000
5681274,2025,1,0.42473547614322252487,43750.0000000000000
5666563,2024,4,0.03375614274312230387,41250.0000000000000
5821772,2024,4,0.05204605209807027077,13250.0000000000000
5683424,2025,1,0.04674285415415538810,45094.0000000000000
5588891,2024,1,0.03579744791828200626,13500.0000000000000
5666694,2025,1,0.45397489539748953975,4155.00000000000000000
5812432,2024,4,0.32443820224916016365,47750.0000000000000
5680723,2024,4,0.01320713578321414179,124039.0000000000000
5566924,2024,3,0.43676599048812253402,3822.00000000000000000
5427773,2024,1,0.03916369600015422862,16750.0000000000000
5428003,2024,1,0.47314911366012423737,9.00000000000000000
5563074,2024,3,0.33747178329723463559,2595.25000000000000000
5562084,2024,3,0.35321542218606920857,25750.0000000000000
5825531,2024,3,0.03491385882006730701,300.00000000000000000
5604004,2024,4,0.02749240016773240019,25600.0000000000000
5677462,2024,3,0.01365521860322583185,75000.0000000000000
5593011,2024,1,0.01607751315308292112,12524.0000000000000
5423774,2024,2,0.08455828311014046462,4700.00000000000000000
5683683,2024,4,0.54085774797125629167,13400.0000000000000
5864362,2025,1,0.58177215189814504086,20000.0000000000000
5682042,2024,3,0.84711010655459362123,2575.50000000000000000
5603174,2024,4,0.56127344090710859137,245.75000000000000000
5430123,2024,1,0.01957237445432680202,44850.5000000000000
5815172,2024,4,0.41030392883617494440,17878.0000000000000
5687352,2024,3,0.03818063152648240737,14424.0000000000000
5588992,2024,2,0.05205752450674935538,7914.0000000000000000
5564833,2024,2,0.02100445301659363273,10991.0000000000000000
5365234,2024,1,0.01058599666031865299,524.00000000000000000
5596614,2024,4,0.53456428732231396243,32800.0000000000000
5811122,2024,4,0.24693194496154892437,1975.00000000000000000
5671732,2024,3,0.08281640542159347850,23762.7500000000000
5589381,2024,1,0.05971018714116611365,27750.0000000000000
5822941,2024,3,0.02459791863757892745,8750.0000000000000000
5863172,2025,1,0.01838214563625032181,37545.0000000000000
5810603,2025,1,0.03639918598611356259,15500.0000000000000
5439083,2024,1,0.04251946133297588042,13674.0000000000000
5426643,2024,1,0.62973050458176695714,8883.0000000000000000
5856102,2025,1,0.03262526849878269521,6795.0000000000000000
5585434,2024,4,0.01650282770878632667,5924.0000000000000000
5604761,2024,1,0.04767805042260663362,13370.5000000000000
5604411,2024,1,0.03990861985315266238,8869.0000000000000000
5842422,2025,1,0.04389347680251224079,10375.0000000000000000
5432553,2024,1,0.04256338829653385820,5561.5000000000000000
5351074,2024,1,0.01357106806057818753,54094.2500000000000
5850332,2025,1,0.05294381953975416526,28000.0000000000000
5564572,2024,1,0.03791087258384055399,4534.00000000000000000
5678584,2025,1,0.03130368758649705659,23250.0000000000000
5592974,2024,4,0.59944495837186680028,6612.0000000000000000
5818441,2024,3,0.01204196756803713784,51301.5000000000000
5688234,2025,1,0.03226436772630504568,12600.2500000000000
5821311,2024,3,0.76864803603080957068,1257.75000000000000000
5680463,2024,4,0.03866663020587702457,30253.7500000000000
5596992,2024,2,0.50935009810554651015,5000.0000000000000000
5440643,2024,1,0.11923016041240943048,9869.5000000000000000
5859602,2025,1,0.04382523812118231984,12500.0000000000000
5808051,2024,3,0.01111200477500271752,41894.0000000000000
5571084,2024,3,0.23248792270573518343,7496.0000000000000000
5682462,2024,3,0.01653363419986097098,15878.0000000000000
5819521,2024,3,0.44375162379885035243,11500.0000000000000000
5811213,2025,1,0.35171741250410138882,16568.2500000000000
5598523,2024,3,0.30862152066720244166,23562.5000000000000
5674274,2025,1,0.05400798264824035752,21510.0000000000000
5814632,2024,4,0.31800307386648712612,17624.0000000000000
5675134,2024,2,0.33499966673414616994,33250.0000000000000
5686263,2024,4,0.60167389956621254616,3965.00000000000000000
5829463,2025,1,0.35579071134710356428,12300.0000000000000000
5807462,2024,4,0.02991146143042254166,52252.0000000000000
5554103,2024,2,0.52315831503393292154,17139.0000000000000
5823941,2024,3,0.05710109964397058961,16395.0000000000000
5814051,2024,3,0.37540124117449970959,15000.0000000000000
5595624,2024,4,0.02505111834349798569,75049.7500000000000
5557423,2024,2,0.74000467617315874520,350.00000000000000000
5435684,2024,2,0.02772820180470686532,29100.0000000000000
5812952,2024,4,0.42014232061705486643,16175.0000000000000
5818203,2025,1,0.04494606206458784266,14931.7500000000000
5841932,2025,1,0.00535239617844169927,51274.5000000000000
5604883,2024,3,0.03858382059333556369,31250.2500000000000
5845361,2024,4,0.04311556702152795088,30000.0000000000000
5601482,2024,2,0.01517239016523873108,52000.0000000000000
5807433,2025,1,0.02362159851810754766,11196.7500000000000000
5671821,2024,2,0.00692368085976523167,1228.25000000000000000
5686814,2025,1,0.05387160153830434644,50180.0000000000000
5443224,2024,2,0.38669438669796422042,8750.0000000000000000
5674892,2024,3,0.52721191851714796764,5924.0000000000000000
5859621,2024,4,0.07947217809337940288,11848.0000000000000000
5845392,2025,1,0.03645578810659216533,23847.0000000000000
5562742,2024,1,0.01723808667909667280,4513.00000000000000000
5678464,2025,1,0.35547127925327068963,6480.0000000000000000
5821811,2024,3,0.01336653190942798137,48750.0000000000000
5603134,2024,4,0.00987841305895989018,7128.0000000000000000
5821062,2024,4,0.00654351856505687679,26300.0000000000000
5438953,2024,1,0.41111135719483571503,39000.2500000000000
5849372,2025,1,0.03114100735035117692,55250.0000000000000
5824162,2024,4,0.04602680061619845912,16348.0000000000000
5688512,2024,3,0.07978309187429148330,6578.0000000000000000
5814583,2025,1,0.02372992131905424020,29510.0000000000000
5672994,2025,1,0.41626159964703879134,6612.0000000000000000
5684783,2024,4,0.04390143322376045709,39750.0000000000000
5816901,2024,3,0.68799771730971647888,16250.0000000000000
5350174,2024,1,0.28860489882854100106,7303.0000000000000000
5553313,2024,2,0.32577319587628865979,3771.00000000000000000
5607461,2024,1,0.16369902354942551849,10750.0000000000000000
5572684,2024,3,0.08854345258641656995,24800.0000000000000
5673381,2024,2,0.52225650066096909288,6426.0000000000000000
5591702,2024,2,0.21064964447334409312,15000.0000000000000
5816743,2025,1,0.25201122544485914378,650.00000000000000000
5565723,2024,2,0.05480366040749871975,68724.0000000000000
5599361,2024,1,0.02933344191570799117,30900.0000000000000
5842951,2024,4,0.03838466708012245691,9824.0000000000000000
5607604,2024,4,0.04540078089159794977,330.00000000000000000
5586903,2024,3,0.52724077328634007802,5850.5000000000000000
5587071,2024,1,0.11843914855070295860,17911.0000000000000
5424624,2024,2,0.22407045009860890983,1743.75000000000000000
5586451,2024,1,0.02553399745337066133,25000.0000000000000
5561393,2024,2,0.02835645403022752640,3198.00000000000000000
5564973,2024,2,0.05356127590337669426,38750.0000000000000
5445604,2024,2,0.07923308989602717799,110919.7500000000000
5848032,2025,1,0.55550963048597915247,17150.0000000000000
5349434,2024,1,0.61914622491845896424,4565.00000000000000000
5553882,2024,1,0.01287554655352590873,17500.0000000000000
5815893,2025,1,0.03748044931004212859,44250.0000000000000
5681044,2025,1,0.05541471329282190044,22500.0000000000000
5823693,2025,1,0.03982822447465241744,47455.0000000000000
5821191,2024,3,0.04345910795300649710,6333.5000000000000000
5549894,2024,3,0.03139075809199465630,16476.2500000000000
5859982,2025,1,0.02995435003804424349,12000.0000000000000000
5592664,2024,4,0.03765345461662171966,85750.0000000000000
5567612,2024,1,0.07853800429959004424,218.25000000000000000
5685812,2024,3,0.00795494098656379461,40000.0000000000000
5680631,2024,2,0.01178970860490429196,60951.5000000000000
5813822,2024,4,0.53917163630466397487,735.75000000000000000
5565683,2024,2,0.48154093097946928671,36500.2500000000000
5605623,2024,3,0.05961067823123336321,98591.7500000000000
5817751,2024,3,0.02047082906857508829,40573.0000000000000
5683291,2024,2,0.04814900028203168514,24500.0000000000000
5357674,2024,1,0.27257274677274990297,32815.0000000000000
5688023,2024,4,0.50206820867761095036,2700.00000000000000000
5360884,2024,1,0.02327970676639057844,23425.0000000000000
5827253,2025,1,0.46548619447741042921,13503.0000000000000
5809841,2024,3,0.02105249971774041462,27649.0000000000000
5564172,2024,1,0.04611508525713455613,17300.0000000000000
5684491,2024,2,0.61531166479810600670,17500.0000000000000
5821041,2024,3,0.72916792191359005642,5928.5000000000000000
5604191,2024,1,0.03138832123171234014,27250.0000000000000
5957731,2025,1,0.00987680198327461535,25000.0000000000000
5600321,2024,1,0.03768381562065602497,57500.0000000000000
5363654,2024,1,0.92198581560283687943,6424.0000000000000000
5428123,2024,1,0.06168077130706306185,37325.2500000000000
5555334,2024,3,0.01062549262820552637,8924.0000000000000000
5603311,2024,1,0.42982708933680418407,24374.0000000000000
5437143,2024,1,0.03437514321062594520,40126.7500000000000
5586064,2024,4,0.02811145036679494574,9000.0000000000000000
5851252,2025,1,0.26574834437084684777,1550.00000000000000000
5600674,2024,4,0.05584101859041542054,1048.00000000000000000
5352144,2024,1,0.32392894461859979101,8320.0000000000000000
5823143,2025,1,0.29667877860598638009,34500.0000000000000
5604384,2024,4,0.42962211857205375341,102491.7500000000000
5562143,2024,2,0.04459993465789042736,8948.5000000000000000
5567892,2024,1,0.03679131483726926832,4200.00000000000000000
5962231,2025,1,0.04345644763767998141,10555.0000000000000000
5550924,2024,3,0.74960113455194043810,18500.0000000000000
5825812,2024,4,0.01725093717184186663,20000.0000000000000
5591583,2024,3,0.18938152775051733291,11366.0000000000000000
5606412,2024,2,0.03623483502579412730,4000.00000000000000000
5964631,2025,1,0.04769948317180191618,25972.2500000000000
5596071,2024,1,0.26834862385321100917,10500.0000000000000000
5551444,2024,3,0.02482626462731917500,48500.0000000000000
5552663,2024,2,0.04851199836824744025,23550.0000000000000
5554224,2024,3,0.00633097191219736970,29448.0000000000000
5683813,2024,4,0.03634049850564505207,98691.7500000000000
5561042,2024,1,0.01981964908909428288,1887.50000000000000000
5669074,2025,1,0.03165724677363432434,25000.0000000000000
5826121,2024,3,0.57960497038993459110,35000.0000000000000
5667403,2024,4,0.02603574671833710106,5524.0000000000000000
5446503,2024,1,0.34885162208849174026,51000.0000000000000
5857682,2025,1,0.03009055179710826364,15642.5000000000000
5687302,2024,3,0.01718208897433419923,8133.2500000000000000
5365804,2024,1,0.05898131967966854756,27000.0000000000000
5553944,2024,3,0.02956962929262702773,126716.2500000000000
5603884,2024,4,0.04108989882525624280,44750.0000000000000
5586224,2024,4,0.45564229950254052701,6015.0000000000000000
5607262,2024,2,0.06310063463279669968,8184.0000000000000000
5566283,2024,2,0.06618976321833278977,15500.0000000000000
5554644,2024,3,0.43038461538544304734,9524.0000000000000000
5822703,2025,1,0.02125768262086417842,21510.0000000000000
5855091,2024,4,0.03635640311595318603,63750.0000000000000
5684301,2024,2,0.07748232532900237687,9257.0000000000000000
5599811,2024,1,0.04245059097678251350,1048.00000000000000000
5864981,2024,4,0.03016490039691087057,6824.0000000000000000
5671422,2024,3,0.66673419773218542974,3699.00000000000000000
5684011,2024,2,0.50366982587688941053,13000.0000000000000
5681011,2024,2,0.04604799058496208039,7162.5000000000000000
5816611,2024,3,0.36146254222738741394,15375.0000000000000
5551074,2024,3,0.01375020692248129013,9862.0000000000000000
5587312,2024,2,0.32385562552886882892,16250.0000000000000
5587893,2024,3,0.37424614697337790416,9000.0000000000000000
5563684,2024,3,0.05384383537670837893,40712.0000000000000
5670111,2024,2,0.61672025723512329277,17500.0000000000000
5427554,2024,2,0.04088680809915248257,22174.0000000000000
5856892,2025,1,0.32300507206313386195,25510.0000000000000
5847802,2025,1,0.10263349640885250856,8300.0000000000000000
5860861,2024,4,0.02128571952650248379,39514.5000000000000
5346044,2024,1,0.03330138590916788065,22000.0000000000000
5344564,2024,1,0.02940935475105145553,141641.7500000000000
5595721,2024,1,0.42937930210936816835,8838.2500000000000000
5667184,2025,1,0.05820893232407997942,555.00000000000000000
5423993,2024,1,0.15378204445334403832,7013.5000000000000000
5674221,2024,2,0.07522365914475134879,108841.5000000000000
5597242,2024,2,0.87482788834647640506,359.25000000000000000
5816391,2024,3,0.39951805037532301811,20750.7500000000000
5681453,2024,4,0.06902060687083162687,6000.0000000000000000
5849261,2024,4,0.02171042798040036938,1048.00000000000000000
5865381,2024,4,0.59488636363805365444,2500.00000000000000000
5861651,2024,4,0.63783754473539775516,12300.0000000000000000
5570324,2024,3,0.02693662452558427937,12729.5000000000000
5603004,2024,4,0.04350076570802238759,58441.2500000000000
5602192,2024,2,0.60115532734352653001,43600.0000000000000
5425844,2024,2,0.03326329425897396938,65575.0000000000000
5559522,2024,1,0.46989659773142435184,32240.0000000000000
5589852,2024,2,0.37977707006429900807,8000.0000000000000000
5818493,2025,1,0.05409341272360215622,16775.0000000000000
5600692,2024,2,0.02105308231376491899,7025.0000000000000000
5564723,2024,2,0.06106403249180321163,35506.0000000000000
5600454,2024,4,0.04285094023009127471,63050.0000000000000
5440264,2024,2,0.07297287072277048548,13250.0000000000000
5347904,2024,1,0.02243651348004112369,11598.0000000000000000
5667773,2024,4,0.04990022745367344107,87505.0000000000000
5562594,2024,3,0.01555041766130835328,22500.0000000000000
5670131,2024,2,0.03460709186804759057,35672.5000000000000
5598404,2024,4,0.04855582016924312670,77014.5000000000000
5851042,2025,1,0.68132854578045196699,17750.0000000000000
5666271,2024,2,0.02360485427950977894,25000.0000000000000
5569382,2024,1,0.00000000000000000000,30.00000000000000000
5687441,2024,2,0.26335689626742279501,69.00000000000000000
5811273,2025,1,0.06105834464040933853,11355.5000000000000000
5682144,2025,1,0.05319839107316533634,13806.0000000000000
5845972,2025,1,0.21444049312608182608,11250.0000000000000000
